query	pmid	title	journal	pubdate
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34289384	Prevention and therapy of SARS-CoV-2 and the B.1.351 variant in mice.	Cell reports	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33758839	Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.	bioRxiv : the preprint server for biology	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33469219	Publisher Correction: A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33211088	Antibody potency, effector function, and combinations in protection and therapy for SARS-CoV-2 infection in vivo.	The Journal of experimental medicine	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33160446	Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2.	Cell	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33031744	A Mouse-Adapted SARS-CoV-2 Induces Acute Lung Injury and Mortality in Standard Laboratory Mice.	Cell	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32995782	Antibody potency, effector function and combinations in protection from SARS-CoV-2 infection in vivo.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32854108	A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32817941	Elicitation of potent neutralizing antibody responses by designed protein nanoparticle vaccines for SARS-CoV-2.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	29339515	MERS-CoV and H5N1 influenza virus antagonize antigen presentation by altering the epigenetic landscape.	Proceedings of the National Academy of Sciences of the United States of America	2018
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	24846384	Pathogenic influenza viruses and coronaviruses utilize similar and contrasting approaches to control interferon-stimulated gene responses.	mBio	2014
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	23365422	Release of severe acute respiratory syndrome coronavirus nuclear import block enhances host transcription in human lung cells.	Journal of virology	2013
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	31233808	Broad spectrum antiviral remdesivir inhibits human endemic and zoonotic deltacoronaviruses with a highly divergent RNA dependent RNA polymerase.	Antiviral research	2019
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	29511076	Coronavirus Susceptibility to the Antiviral Remdesivir (GS-5734) Is Mediated by the Viral Polymerase and the Proofreading Exoribonuclease.	mBio	2018
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	29435493	Conformational Occlusion of Blockade Antibody Epitopes, a Novel Mechanism of GII.4 Human Norovirus Immune Evasion.	mSphere	2018
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	26976607	SARS-like WIV1-CoV poised for human emergence.	Proceedings of the National Academy of Sciences of the United States of America	2016
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34619077	Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.	Cell	2021
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34289384	Prevention and therapy of SARS-CoV-2 and the B.1.351 variant in mice.	Cell reports	2021
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33532765	Prevention and therapy of SARS-CoV-2 and the B.1.351 variant in mice.	bioRxiv : the preprint server for biology	2021
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33469219	Publisher Correction: A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2021
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33211088	Antibody potency, effector function, and combinations in protection and therapy for SARS-CoV-2 infection in vivo.	The Journal of experimental medicine	2021
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33160446	Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2.	Cell	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33031744	A Mouse-Adapted SARS-CoV-2 Induces Acute Lung Injury and Mortality in Standard Laboratory Mice.	Cell	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32995782	Antibody potency, effector function and combinations in protection from SARS-CoV-2 infection in vivo.	bioRxiv : the preprint server for biology	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32854108	A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32817941	Elicitation of potent neutralizing antibody responses by designed protein nanoparticle vaccines for SARS-CoV-2.	bioRxiv : the preprint server for biology	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	31339932	Increasing the translation of mouse models of MERS coronavirus pathogenesis through kinetic hematological analysis.	PloS one	2019
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	30301856	Complement Activation Contributes to Severe Acute Respiratory Syndrome Coronavirus Pathogenesis.	mBio	2018
(Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
